的	白勺
甍	艸四冂瓦
蒗	艸水良
櫞	木糸彑豕
蝮	虫复
嗼	口莫
呪	口口儿
嶒	山曾
顗	山豆頁
歓	雚欠
龠	龠
痍	疒大弓
懣	水廿兩心
渟	水高丁
褦	衤能
娸	女其
嬢	女襄
邗	干邑
堙	土西土
抨	扌平
蝌	虫禾斗
哘	口行
矓	目龍
臾	臾
螣	朕虫
夌	夌
瑢	王穴公
鞞	革卑
蕓	艸雨云
剞	大可刀
綔	大亏丿糸
囮	圍化
眄	目丏
嶈	山爿肉寸
黐	禾黎离
懞	心艸冃豕
湡	水禺
淆	水爻月
沆	水亢
袙	衤白
姤	女后
鬈	長彡龹卩
酗	酉乂凵
篝	竹冓
穠	禾曲辰
伉	人亢
徜	行尚
貊	豸百
悃	心圍木
継	糸米乚
扞	扌干
蕻	艸長共
蒶	艸糸分
唖	口亞
賅	貝亥
睽	目癶天
箅	竹田几
傜	人肉缶
鏚	金戌卜小
臌	月壴支
犴	犬干
匍	勹甫
瘌	疒束刀
曽	曾
濋	水林疋
潕	水無
戣	癶天戈
姮	女二日
塄	土四方
桄	木光
吁	口于
佴	人耳
仉	人几
湲	水爰
祓	示犮
紲	糸世
垜	土乃木
齧	丰刀齒
栫	木才子
枘	木内
権	木雚
檞	木角刀牛
刳	大亏刀
犒	牛高
剰	乘刀
秕	禾比
佌	人止匕
鯪	魚夌
癘	疒萬
粄	米反
炘	火斤
悢	心良
湅	水柬
礽	示乃
皯	皮干
薠	艸火頁
芓	艸子
喁	口禺
稞	禾果
皞	白白大十
鯗	羊魚
悒	心邑
忑	下心
縶	幸丮糸
瓘	王雚
聡	耳公心
鞚	革穴工
榎	木頁夂
槻	木夫見
鄲	單邑
黟	黑多
鎹	金辵䒑大
濇	水嗇
労	⺍冂力
汭	水内
扆	戶衣
隩	阜宀釆大
繐	糸專心
娩	女免
搠	扌屰月
枵	木口丂
螈	虫原
睥	目卑
臬	自木
傺	人肉又示
邠	分邑
鮞	魚而
鰷	魚人丨攴木
鯇	魚宀元
沚	水止
澠	水黽
瑨	王晉
耬	耒婁
挻	扌廴丿止
靺	革末
葃	艸日乍
屺	山己
迮	辵乍
脡	月廴𡈼
朓	月兆
痩	疒申又
巣	⺍果
挲	水少手
祆	示天
芞	艸气
茌	艸人士
栝	木舌
螃	虫旁
昪	日厶廾
幘	巾責
儇	人睘
獷	犬广黃
嫄	女原
殧	歹京尤
丼	井丶
墁	土冃四又
捜	扌申又
鞨	革日勹亡
欐	木麗
磡	石甚力
覧	臣𠂉一見
歔	虎丘欠
艶	曲豆𠂊巴
髎	骨羽人彡
黌	𦥯黃
躰	身本
鱧	魚曲豆
麈	鹿主
淏	水日天
禊	示丰刀大
烝	丞火
纋	糸頁心夂
繰	糸三口木
趔	走歹刀
玡	王牙
掊	扌咅
蟋	虫釆心
迚	辵中
暐	日韋
毳	三毛
儰	人艸爲
錬	金東
鱖	魚厂屰欠
訇	勹言
汚	水亏
陴	阜卑
紑	糸不
犛	未攴厂牛
埴	土直
搐	扌玄田
藸	艸豕者
蒛	艸缶夬
蕅	艸水禺
軔	車刀丶
靦	面見
蛯	虫耂
喨	口高儿
黻	业巾⺍犮
鍚	金昜
凖	冫隹十
廨	广角刀牛
瘳	疒羽人彡
鶺	脊鳥
滻	水立厂生
窓	穴厶心
屨	尸行婁
騭	阜步馬
婠	女宀㠯
孥	女又子
埤	土卑
琊	王牙邑
晢	扌斤日
呣	口母
昜	昜
籀	竹扌卯田
媵	朕女
癶	癶
覿	士四貝見
騒	馬又虫
揄	扌俞
拶	扌巛夕
萏	艸𠂊臼
覇	西革月
厓	厂圭
躇	足艸者
簀	竹責
偭	人面
儡	人三田
侘	人宀乇
勍	京力
纀	糸人业大
圬	土亏
垳	土行
搛	扌兼
楯	木盾
椈	木勹米
尨	尤彡
銚	金兆
痦	疒吾
懮	心頁心夂
氶	丞
塩	土𠂉口皿
蒨	艸人青
樨	木尾牛
崕	山厂圭
巉	山兔兔
犠	牛羊我
笅	竹爻
弇	合廾
貅	豸人木
舭	舟比
廆	广鬼
怍	心乍
愮	心肉缶
悛	心厶儿夂
滀	水玄田
寘	宀真
夛	彐夕
彑	彑
亏	亏
垎	土各
蒴	艸屰月
柃	木令
鉒	金主
魨	魚屯
鯡	魚非
邡	方邑
沋	水尤
氿	水九
絪	糸圍大
紝	糸壬
纘	糸先先貝
墠	土單
塲	土𠂉昜
駆	馬匚乂
撟	扌丿大高
蔌	艸束欠
瞢	艸四冂目
雱	雨方
砕	石九十
啁	口周
岠	山巨
簨	竹巽
俉	人吾
翛	人丨攴羽
傝	人日羽
垕	后土
艟	舟童
誋	言己心
冴	冫牙
怩	心尸匕
滉	水日光
沴	水人彡
浄	水𠂊尹
澉	水敢
衧	衤于
阼	阜乍
牂	爿羊
姞	女吉
垧	土宀口
逹	辵幸
栭	木而
砒	石比
狃	犬丑
澌	水其斤
綮	戶攴糸
趄	走且
絜	丰刀糸
掭	扌天心
戁	堇隹心
茺	艸𠫓儿
螻	虫婁
崋	山華
覦	俞見
庣	广兆
烺	火良
熻	火合羽
潸	水林月
沕	水勿
褑	衤爰
繖	糸散
孋	女麗
妢	女分
檉	木耳口𡈼
霪	雨水爪壬
尪	尢王
崟	山金
呑	丿大口
玀	犬四糸隹
瘥	疒差
怫	心弗
褙	衤北月
隣	阜米舛
郪	一尹女邑
耋	耂至
珧	王兆
遘	辵冓
蕺	艸口耳戈
椀	木宀夕卩
剄	巠刀
慝	匚艸𠂇口心
嗛	口兼
牾	牛吾
侉	人大亏
倓	人炎
脰	月豆
賸	朕貝
鰰	魚示申
憡	心竹朿
烔	火同
燠	火宀釆大
濊	水止戌㐄
遅	辵尸羊
闀	門共巳
婗	女臼儿
紕	糸比
殪	歹士冂豆
掤	扌朋
葸	艸田心
貰	世貝
蓊	艸公羽
柈	木半
楗	木廴聿
划	戈刀
匜	匚也
躔	足广里八土
伾	人不一
瑆	王日生
皵	昔皮
茇	艸犮
蕆	艸戊貝
棬	木龹卩
簕	竹革力
傒	人爪幺大
獼	犬弓爾
卆	九十
袤	衣矛
悗	心免
洑	水人犬
瀷	水羽異
祌	示中
褘	衤韋
韡	韋華
縴	糸玄冂牛
瑝	王皇
葎	艸行聿
椚	木門
礴	石艸水甫寸
賻	貝甫寸
鯠	魚來
鄜	鹿邑
忕	心大
屣	尸行止止
翬	羽冂車
圷	土下
酤	酉古
柷	木口儿
躅	足蜀
昺	日丙
罍	三田缶
傋	人冓
俙	人爻巾
脙	月求
肄	匕矢聿
麿	麻呂
癔	疒音心
蛍	⺍冂虫
湳	水南
濈	水口耳戈
祅	示丿大
丮	丮
縁	糸彐豕
璿	王卜冂一八人目
睚	目厂圭
癿	白乚
鱒	魚酋寸
瘙	疒蚤
忪	心公
阯	阜止
娠	女辰
覯	冓見
蕢	艸臾貝
棼	林分
欑	木先先貝
蜴	虫易
躕	足广壴寸
甁	并瓦
簰	竹片卑
侳	人从土
儴	人襄
鄶	會邑
鏐	金羽人彡
鰾	魚西示
迯	辵夕卜
亰	京
裒	衣臼
庤	广寺
癃	疒阜夂一生
浘	水尾
扂	戶占
祫	示合
閺	門日文
臠	䜌肉
挿	扌臿
棌	木采
歭	止寺
蝙	虫戶冊
戥	日生戈
忮	心支
惈	心果
襻	衤爻木木大手
褫	衤𠂆虎
禚	示羊火
掲	扌日勹匕
攛	扌穴鼠
扱	扌及
鞎	革艮
唴	口羊儿
曚	日艸冃豕
昳	日失
岼	山平
礐	𦥯石
伋	人及
鮀	魚它
誸	言弓玄
庁	广丁
慲	心廿兩
慥	心辵告
祧	示兆
褕	衤俞
堥	矛攴土
夃	乃又
妧	女元
媺	女山一儿攴
毿	三厶人彡毛
拫	扌艮
搦	扌弓冫弓冫
砢	石可
籐	竹朕水
穜	禾童
倻	人耳邑
癈	疒癶
漭	水艸犬廾
襤	衤監
憙	壴口心
趫	走丿大高
瑱	王真
耱	耒麻石
攮	扌囊
釃	酉麗
嶌	山鳥
偛	人臿
犽	犬牙
羑	羊久
怏	心冂大
灄	水三耳
洿	水大亏
渉	水止少
潃	水行夂月
瀙	水立木見
戭	寅戈
袛	衤氐
綍	糸十冂子
嫜	女章
弆	去廾
捭	扌卑
栱	木共
蜮	虫戈口一
蜢	虫子皿
舁	臼廾
仏	人厶
鞤	圭寸革
塝	土旁
搣	扌戌火
撹	扌⺍冂見
茪	艸光
棻	艸分木
酴	酉余
槧	車斤木
栴	木𠂉丹
翃	𠂇厶羽
歯	齒
嗕	口辰寸
嚌	口齊
秭	禾𠂔
畠	白田
夎	从土夂
猻	犬子丿糸
譃	言虎丘
瘼	疒莫
涜	水士冂儿
褓	衤人口木
艸	艸
姏	女甘
垤	土至
哢	口王廾
簏	竹鹿
釢	金乃
熲	匕火頁
癀	疒黃
鏖	鹿金
潲	水禾小月
殠	歹自犬
堣	土禺
玕	王干
驫	三馬
荄	艸亥
薀	艸水圍人皿
酲	酉口𡈼
囫	圍勿
蹓	足卯田
罽	四厂炎刀
嶢	山堯
崁	山土欠
崡	山函
牤	牛亡
黧	禾丿刀黑
僸	人林示
劊	會刀
钀	金虎鬲犬
銗	金后
腄	月垂
脇	月三力
脧	月厶儿夂
孳	䒑幺幺子
涬	水幸
厳	⺍厂敢
涴	水宀夕卩
襁	衤弓厶虫
闅	門目攴
菤	艸龹卩
莙	艸尹口
腠	月廾天
腧	月俞
鮪	魚𠂇
瘰	疒田糸
疧	疒氏
疰	疒主
摽	扌西示
蕘	艸堯
梺	林下
檑	木雨田
輞	車网亡
霂	雨水木
黷	黑士四貝
眈	目冂儿
犤	牛四能
儞	人爾
敍	余攴
衞	行㐄口一巾
飮	食卜欠
鐡	金𢦏口䒑
脥	月大从
亹	亠𦥑同冂且
膂	㫃从月
廃	广癶二儿
癉	疒單
愭	心耂日
褗	衤匚日女
衪	衤也
妯	女由
縼	糸㫃疋
蓂	艸冂日六
篥	竹西木
簃	竹禾多
儱	人龍
螽	冬虫虫
爝	火爪四艮寸
垰	土上下
堨	土日勹亡
趠	走卓
拝	扌一丰
鞮	革是
酎	酉寸
暠	日高
鼩	鼠勹口
劓	鼻刀
燐	火米舛
涗	水公儿
漥	水穴圭
袴	衤大亏
襆	衤业大
姺	女先
娭	女厶矢
趲	走先先貝
払	扌厶
楢	木酋
貺	貝口儿
艤	舟羊我
膻	月㐭旦
胼	月并
疻	疒口八
煇	火冂車
羼	尸三羊
埏	土廴丿止
珷	王戈止
珽	王廴𡈼
驩	馬雚
騩	馬鬼
苖	艸由
蒢	艸阜余
栻	木弋工
齢	齒令
喌	口口⺍巛
嗿	口今貝
幪	巾艸冃豕
嶉	山口隹
矧	矢弓丨
犦	牛暴
簷	竹𠂊厂八言
鼴	鼠匚日女
魊	鬼戈口一
齁	鼻勹口
偊	人禹
倞	人京
悆	余心
鍭	金人龴矢
艂	舟夂丰
脟	月爪寸
虓	九虎
鰹	魚臣又土
褊	衤戶冊
妀	己女
繧	糸雨云
縄	糸黽
綎	糸廴𡈼
塏	土山豆
垍	土自
琀	王今口
蒹	艸兼
磻	石釆田
匸	匚
躓	足斤斤貝
笘	竹占
貔	豸囟比
獮	犬爾
鮓	魚乍
痼	疒圍古
汧	水一廾
涷	水東
窅	穴目
垗	土兆
瑅	王是
藒	艸禾日勹亡
蓧	艸人丨攴木
薸	艸水西示
槙	木真
椄	木立女
礅	石享攴
跂	足支
蹣	足廿兩
畤	田寺
晫	日卓
黹	业巾⺍
賎	貝戔
惣	牛勿心
皝	皇光
傞	人差
衎	行干
諵	言南
竝	立立
洢	水人尹
郿	眉邑
姽	女𠂊厂卩
堷	土音
珵	王口𡈼
捃	扌尹口
芼	艸毛
槤	木辵車
柸	木不一
梏	木告
忐	上心
嘓	口圍戈口一
晧	日告
麇	鹿禾
潗	水隹木
陜	阜大从
弐	戈二
赬	赤貞
埆	土角
玞	王夫
駄	馬太
薢	艸角刀牛
厜	厂垂
厖	厂尤彡
劂	厂屰欠刀
匼	匚合
蚡	虫分
崶	山圭寸
勲	重力火
蜑	廴丿止虫
傴	人匚三口
儵	人丨攴黑
劒	僉刀丶
郛	爪子邑
颻	肉缶風
鵺	夜鳥
奨	爿爪寸大
湀	水癶天
灉	水巛邑隹
矞	矛内口
娯	女吳
邽	圭邑
択	扌尺
苠	艸民
蝣	虫㫃子
嚗	口暴
偁	人爪魚
狨	犬戎
訏	言于
諴	言戌口
瀣	水歹又韭
綝	糸林
堎	土夌
壱	士冂匕
聹	耳宀心皿丁
捔	扌角
菍	艸今心
杮	木巿
勅	束力
輊	車至
栃	木𠂆万
磙	石衣公
齮	齒大可
罣	四圭
瞴	目無
飳	食主
譫	言𠂊厂八言
遹	辵矛内口
翯	羽高
繍	糸尹𣶒
堧	土而大
捊	扌爪子
掮	扌戶月
恧	而心
蜾	虫果
咥	口至
辿	辵山
詀	言占
蘾	艸土衣四水
蘞	艸僉攴
樫	木臣又土
睃	目厶儿夂
頲	廴𡈼頁
怓	心女又
禔	示是
禘	示帝
弸	弓朋
繘	糸矛内口
莰	艸土欠
棈	木青
棤	木昔
楩	木人更
枹	木勹巳
郫	卑邑
偟	人皇
脽	月隹
獊	犬倉
膷	月乡
粺	米卑
掎	扌大可
靷	革弓丨
菉	艸彔
橀	木𠫓巛皿
碥	石戶冊
躑	足酋大邑
跕	足占
褁	果衤
顕	日业頁
鷡	無鳥
甃	禾火瓦
篨	竹阜余
倷	人大示
偍	人是
鶲	公羽鳥
瓞	瓜失
獴	犬艸冃豕
鮇	魚未
炰	勹巳火
糬	米四者
焮	火斤欠
泙	水平
挙	𦥑手
洚	水夂㐄
祔	示人寸
闓	門山豆
玗	王于
挵	扌王廾
棓	木咅
篚	竹匚非
銕	金大弓
瘵	疒肉又示
惛	心氏日
棨	戶攴木
駸	馬彐冂又
揵	扌廴聿
萭	艸禹
藠	艸三白
蔿	艸爲
藦	艸麻手
榯	木日寺
斝	口口冂斗
暍	日日勹亡
賥	貝卒
舲	舟令
狚	犬旦
鰕	魚叚
怱	囪心
讃	言夫夫貝
癧	疒厂禾禾止
瘐	疒臾
渃	水艸𠂇口
浡	水十冂子
涢	水員
渕	水䒑大刀
衶	衤中
擐	扌睘
挼	扌爪女
莕	艸木口
葥	艸前
栯	木𠂇
桕	木臼
蚷	虫巨
咡	口耳
篌	竹人龴矢
俥	人車
脭	月口𡈼
狁	犬厶儿
鯔	魚巛田
訞	言丿大
埫	土尚
摛	扌离
苨	艸尸匕
厰	厂尚攴
尰	尢重
躞	足火言火又
囃	口衣木隹
婓	非女
偢	人禾火
鉶	金一廾刀
钁	金目目隹又
舺	舟甲
狌	犬生
頩	并頁
憱	心京尤
隉	阜臼土
翋	羽立
姁	女勹口
嫋	女弓冫弓冫
喤	口皇
眳	目夕口
釭	金工
鋂	金每
洀	水舟
湇	水立月
祏	示石
墘	土倝乙
逜	辵吾
捽	扌卒
揎	扌宀二日
轌	車雨彐
轢	車白幺幺木
吷	口夬
倂	人并
飜	釆田飛
釈	釆尺
臑	月雨而
猹	犬查
竷	章夂㐄夂
瘽	疒堇
淯	水𠫓月
宍	宀六
裃	衤上下
袘	衤𠂉也
嬶	女鼻
嬾	女束刀貝
絘	糸二欠
蓇	艸骨
茖	艸各
朢	臣月𡈼
啕	口勹缶
賍	貝广土
稃	禾爪子
籣	竹門柬
脤	月辰
鮚	魚吉
鮐	魚台
鳽	一廾鳥
堽	土四正
縠	壳糸殳
苳	艸冬
樿	木單
匰	匚單
蜊	虫禾刀
帴	巾戔
嵎	山禺
伀	人公
盦	今酉皿
凮	凡白
颸	風田心
厹	九厶
惝	心尚
溽	水辰寸
涊	水刀丶心
婥	女卓
珦	王宀口
輜	車巛田
碹	石宀二日
鯝	魚圍古
綀	糸束
縡	糸宀辛
栞	干干木
殢	歹帶
拠	扌夂几
搌	扌展
遰	辵帶
爇	艸坴丮火
韁	革三田田
轔	車米舛
橪	木肉犬火
煕	臣巳火
蝳	虫丰母
蜉	虫爪子
嗩	口小貝
噍	口隹火
啍	口享
髃	骨禺
盉	禾皿
猁	犬禾刀
匂	勹匕
痃	疒玄
懆	心三口木
惓	心龹卩
渱	水虫工
浛	水今口
祊	示方
祤	示羽
閟	門必
娖	女口止
繦	糸弓口虫
坫	土占
珛	王𠂇
珹	王成
揲	扌世木
攠	扌麻非
扠	扌又丶
茩	艸后
茀	艸弗
巘	山虎鬲犬
鋩	金艸亡
錧	金宀㠯
遯	辵月豕
脬	月爪子
鮂	魚圍人
廒	广敖
怭	心必
皕	百百
垝	土𠂊厂卩
垵	土宀女
搢	扌晉
攄	扌虎田心
拡	扌广厶
鞐	革上下
蟿	車凵殳虫
暦	厂林日
晄	日光
眛	目未
罥	四口月
罠	四民
嶵	山四非
啎	午吾
筰	竹人乍
簩	竹火火冂力
僛	人其欠
俍	人良
龢	龠禾
彴	行勺
舢	舟山
臓	月艸戊臣
毞	比毛
豋	肉又豆
庨	广耂子
緳	广丰刀糸
羕	羊永
愯	心隹又
欻	炎欠
懠	心齊
悰	心宀示
溂	水束刀
滵	水宀必山
禋	示西土
祾	示夌
冘	冂儿
冞	冂米
臦	臣臣
墬	阜彑豕土
縸	糸莫
鬏	長彡禾火
椇	木具
蠑	虫火火冂木
賕	貝求
臢	月先先貝
悈	心戈廾
忭	心亠卜
瓅	王白幺幺木
藾	艸束刀貝
苶	艸人小
杻	木丑
噭	口白方攴
唼	口立女
峠	山上下
笵	竹水卩
偰	人丰刀大
谻	谷丮
餠	食并
巟	亡巛
凘	冫其斤
麤	三鹿
纇	米糸頁
悧	心禾刀
溘	水去皿
寑	宀人彐冂又
彠	彐工口寸雈又
陥	阜𠂊丨日
弶	弓京
荍	艸丩攴
桫	木水少
昻	日工卩
鎛	金甫寸
鈏	金弓丨
鵟	犬王鳥
廑	广堇
垞	土宀乇
騑	馬非
騲	馬艸早
莁	艸工从
醑	酉疋月
彯	西示彡
霙	雨艸冂大
雰	雨分
跢	足多
甽	田巛
黢	黑厶儿夂
斁	睪攴
盻	目八丂
睒	目炎
秪	禾氐
僈	人冃四又
虒	𠂆虎
膮	月堯
胲	月亥
觔	角力
忞	文心
謧	言离
冱	冫互
怞	心由
悇	心余
漻	水羽人彡
縕	糸圍人皿
妘	女云
婻	女南
紵	糸宀丁
矻	石乞
呫	口占
蹁	足戶冊
曀	日士冂豆
籦	竹金重
傌	人馬
鉏	金且
脞	月从土
鯷	魚是
鰉	魚皇
庳	广卑
恉	心旨
冖	冂
檗	尸口辛木
瞀	矛攴目
絿	糸求
隷	士示隶
鵐	工从鳥
垙	土光
墦	土釆田
瑧	王廾禾
鞡	革扌立
莅	艸人立
軺	車刀口
郕	成邑
齕	齒乞
蟳	虫彐工口寸
嶮	山僉
徧	行戶冊
瘊	疒人龴矢
慓	心西示
溍	水晉
沄	水云
灡	水艸門柬
渇	水日勹匕
濧	水业一寸
泆	水失
溞	水蚤
屛	尸并
姌	女冄
縗	糸衣冄
綅	糸彐冂又
楳	木甘木
朿	朿
旼	日文
瞍	目申又
鍉	金是
銛	金舌
鮠	魚𠂊厂卩
詷	言同
潟	水舄
泇	水加
孅	女从戈韭
瑊	王戌口
駰	馬圍大
抃	扌亠卜
葖	艸穴犬
楅	木畐
酺	酉甫
棶	木來
輠	車果
椑	木卑
枠	木九十
楤	木囪心
黶	厂日月犬黑
虷	虫干
吪	口化
屴	山力
簠	竹甫皿
皜	白高
儗	人疑
臒	月雈又
猢	犬古月
膬	月三毛
瘯	疒㫃矢
恅	心耂
粋	米九十
裀	衤圍大
襜	衤𠂊厂八言
閦	門三人
剟	叕刀
恝	丰刀心
蒻	艸弓冫弓冫
唪	口廾扌
踺	足廴聿
欥	日欠
嵁	山甚
眙	目台
氕	气丿
譾	言前羽
迉	辵尸
絧	糸同
賛	夫夫貝
頬	大䒑頁
耵	耳丁
瑒	王昜
藨	艸鹿火
圀	圍八方
踣	足咅
嘚	口行旦寸
黰	黑真
崱	山貝刀
鼽	鼻九
粍	米毛
瑬	水𠫓巛玉
瀍	水广里八土
戽	戶斗
閖	門水
弝	弓巴
揃	扌前
櫌	木頁心夂
鱺	魚麗
觖	角夬
豇	豆工
趧	走是
慹	幸丮心
珸	王吾
毦	耳毛
擗	扌尸口辛
蔕	艸帶
蔱	艸乂木殳
棫	木戈口一
轤	車虎田皿
柎	木人寸
硏	石干干
礌	石雨田
磉	石三又木
敺	匚三口攴
蹀	足世木
躪	足艸門隹
晥	日宀元
罶	四卯田
犝	牛童
秖	禾氏
倴	人奔
牮	人弋牛
僗	人火火冂力
頠	𠂊厂卩頁
焔	火𠂊丨日
熀	火日光
袽	衤女口
鄩	彐工口寸邑
弳	弓巠
嫪	女羽人彡
枒	木牙
燹	豕豕火
瘑	疒咼
焌	火厶儿夂
泂	水冂口
潚	水尹𣶒
奡	頁大八
殈	歹血
琭	王彔
攉	扌雨隹
萉	艸月巴
楱	木廾天
檟	木西貝
輶	車酋
啢	口兩
慁	圍豕心
圐	圍四方
踽	足禹
跘	足半
喦	三口山
暅	日心二日
幓	巾三厶人彡
瞹	目愛
皊	白令
鐚	金亞心
鑴	金山隹内口
舡	舟工
鱲	魚巛鼠
鄘	广尹用邑
洘	水耂丂
洈	水𠂊厂卩
襌	衤單
躄	尸口辛足
媦	女田月
婸	女昜
坏	土不
坶	土母
撙	扌酋寸
艼	艸丁
蒠	艸自心
蒺	艸疒矢
栁	木夕卩
碏	石昔
虸	虫子
躦	足先先貝
棐	非木
幬	巾壽
够	勹口多
恓	心西
汒	水亡
袗	衤人彡
圣	又土
殙	歹氏日
敔	吾攴
摰	坴丮手
趯	走羽隹
擭	扌雈又
撚	扌肉犬火
鄀	艸𠂇口邑
蘘	艸襄
蒟	艸立勹口
蒄	艸冃兀寸
覅	要勿
猋	三犬
敊	尗攴
敹	歹米攴
跐	足止匕
羉	四䜌
崥	山卑
歃	臿欠
鍈	金艸冂大
凧	凡巾
颭	風占
膰	月釆田
鰺	魚三厶人彡
烠	火𠂇
燋	火隹火
鵷	宀夕卩鳥
娷	女垂
繺	幺𠂊彐攴火
繶	糸音心
墚	土水刀八木
琁	王𠂉疋
晛	日見
帡	巾并
筲	竹小月
餤	食炎
訬	言少
瘖	疒音
陊	阜多
頇	干頁
鬺	鬲𠂉昜
璈	王敖
璆	王羽人彡
莿	艸朿刀
蒤	艸水余
醐	酉古月
蜍	虫余
啀	口厂圭
餥	非食
暎	日艸冂大
畯	田厶儿夂
幏	巾宀豕
皦	白白方攴
僇	人羽人彡
瓟	瓜勹巳
褩	舟殳衣
鯸	魚人龴矢
爣	火尚黑
潩	水異
襴	衤門柬
褌	衤冂車
塈	艮旡土
纆	糸黑土
縦	糸行䒑止
垪	土并
蓱	艸水并
遝	辵四水
眴	目勹日
筭	竹王廾
稂	禾良
鮦	魚同
謚	言益
殍	歹爪子
墈	土甚力
堌	土圍古
垀	土乎
玊	王丶
顢	廿兩頁
韂	革𠂊厂八言
芿	艸人乃
喒	口夂卜日
噰	口亠乡隹
噂	口酋寸
曵	电丿丶
晙	日厶儿夂
巂	山隹内口
箢	竹宀夕卩
鼢	鼠分
俛	人免
餖	食豆
鋀	金豆
鋐	金宀𠂇厶
憓	心專心
憺	心𠂊厂八言
綷	糸卒
紞	糸冂儿
擿	扌辵帝口
韮	艸韭
蕣	艸爪冂舛
朸	木力
蹯	足釆田
仭	人刀丶
鏾	金散
臗	月宀艸見丶
痏	疒𠂇
誾	門言
蝥	矛攴虫
貮	戈貝
摋	扌乂木殳
葍	艸畐
遖	辵南
靬	革干
蕡	艸屮貝
蒡	艸旁
蕷	艸予頁
輇	車全
剗	戔刀
掔	臣又手
蚿	虫玄
咮	口朱
鶡	日勹亡鳥
秏	禾毛
毪	毛厶牛
傉	人辰寸
儽	人三田糸
皐	白⺍十
僋	人今貝
鉐	金石
鉱	金广厶
猄	犬京
鱓	魚單
鰯	魚弓冫弓冫
鷟	㫃矢鳥
癙	疒鼠
怳	心口儿
燂	火覃
洓	水朿
淛	水制
渓	水爪夫
褖	衤彑豕
冦	冃兀攴
巹	丞己
阨	阜厂卩
纚	糸麗
碃	石青
磲	石水巨木
蹖	足廾臼
唶	口昔
呾	口旦
踟	足矢口
岍	山一廾
劁	隹火刀
銤	金米
猰	犬丰刀大
訌	言工
濩	水雈又
塨	土共心
靸	革及
菳	艸金
薿	艸疑
槄	木爪臼
鄠	雨亏邑
蟥	虫黃
晻	日大电
睆	目宀元
穊	禾艮旡
鞗	人丨攴革
侅	人亥
貑	豸叚
艅	舟余
憝	享攴心
譹	言高豕
羮	羊火二大
鄫	曾邑
懽	心雚
糨	米弓厶虫
燏	火矛内口
袨	衤玄
毣	羽毛
嫽	女尞
抮	扌人彡
嚆	口艸高
眊	目毛
眕	目人彡
眵	目多
瞷	目門日
箖	竹林
釿	金斤
鱝	魚屮貝
皸	冂車皮
嫻	女門木
瓨	工瓦
騍	馬果
揠	扌匚日女
鶾	倝鳥
菧	艸广氐
轕	車艸日勹亡
樛	木羽人彡
犮	犮
甗	虎鬲瓦
蟜	虫丿大高
蟓	虫象
嗢	口日皿
昣	日人彡
嫳	巾⺍攴女
嶪	山业木
箶	竹古月
箙	竹服
仱	人今
狳	犬余
猟	犬⺍几扌
狖	犬穴
嚲	享單
諝	言疋月
廙	广異
潽	水並日
寖	宀水彐冂又
縩	糸肉又示
墺	土宀釆大
扐	扌力
栘	木多
圁	圍言
曨	日龍
鼷	鼠爪幺大
眢	夕卩目
諆	言其
絰	糸至
剅	豆刀
藟	艸三田
薡	艸鼎
輐	車宀元
迍	辵屯
岞	山乍
熈	丿臣巳火
牓	片旁
郈	后邑
錼	金大示
脁	月兆
敻	𠂊内目攴
欬	亥欠
潅	水雚
洨	水交
寃	宀兔
頞	宀女頁
窊	穴瓜
臩	臣臣大八
焄	尹口火
茻	四屮
摂	扌耳⺍
枻	木世
晅	日二日
侁	人先
銍	金至
猞	犬舍
讌	言燕
汋	水勺
艴	弗𠂊巴
妬	女石
嚢	囊
遶	辵堯
斲	卯亞斤
髫	長彡刀口
蓰	艸行止止
桲	木十冂子
椆	木周
羍	大羊
厗	厂辛
勔	面力
蝻	虫南
喍	口止匕木
嶲	山隹弓
敳	山豆攴
嶰	山角刀牛
瞵	目米舛
矊	目糸白巾
牥	牛方
嶨	𦥯山
擧	與手
僽	人禾火心
侂	人广乇
魵	魚分
邅	辵㐭旦
醤	爿爪寸酉
慠	心敖
煓	火山而
熥	火辵甬
沷	水犮
沘	水比
瀯	水火火冂呂
疎	疋束
妠	女内
妭	女犮
緵	糸乂凵儿夂
霅	雨言
昫	日勹口
嶔	山金欠
僩	人門月
鍠	金皇
猦	犬風
縢	朕糸
膣	月穴至
諲	言西土
淜	水朋
墝	土堯
覩	者見
璪	王三口木
莵	艸兔
蔤	艸宀必山
榼	木去皿
醾	酉麻米
椌	木穴工
牻	牛尤彡
酇	先先貝邑
穭	禾魚日
侹	人廴𡈼
倧	人宀示
粔	米巨
炟	火旦
焠	火卒
沇	水厶儿
窋	穴出
孲	子亞
暋	民攴日
姱	女大亏
綼	糸卑
荸	艸十冂子
萯	艸𠂊貝
桯	木口𡈼
筬	竹成
泝	水斥
塅	土段
埶	坴丮
盩	幸攴皿
玶	王平
駔	馬且
驌	馬尹𣶒
掫	扌耳又
硜	石巠
螵	虫西示
蠋	虫蜀
圌	圍山而
塁	田⺍土
罫	四圭卜
罝	四且
骹	骨交
簳	竹倝干
筦	竹宀元
倢	人一彐止
偨	人止匕木
儹	人先先貝
俤	人弟
腷	月畐
狛	犬白
肸	月八十
顚	真頁
廌	廌
瘝	疒四水
澣	水倝干
漎	水行从止
賨	宀示貝
岊	巴山
媥	女戶冊
趑	走二欠
鞬	革廴聿
蝀	虫東
嚥	口燕
嚫	口立木見
贐	貝盡
